"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1998015666939683044","Mon Dec 08 13:58:35 +0000 2025","27","@kemgelapan bahkan setan pun berdoa saat beliau melintas","1998029444339147245","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998029444339147245","1492004674760687619",
"1998015666939683044","Mon Dec 08 14:29:25 +0000 2025","19","@kemgelapan Namanya doang Kementrian Kegelapan tapi selalu menyala GA KONSISTEN","1998037202186706975","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998037202186706975","1197097241871175680",
"1998015666939683044","Tue Dec 09 10:36:15 +0000 2025","1","@kemgelapan https://t.co/MxkCRE3O7U","1998340913232527551","https://pbs.twimg.com/media/G7uId6RbsAAR7_b.jpg","kemgelapan","qme","","0","0","0","https://x.com/undefined/status/1998340913232527551","1196846190903476224",
"1998015666939683044","Tue Dec 09 15:22:21 +0000 2025","0","@kemgelapan keterangan https://t.co/5EBoAaDFz4","1998412910293647678","https://pbs.twimg.com/media/G7vJ861aIAA_Zo-.jpg","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998412910293647678","1440498227195699203",
"1998015666939683044","Mon Dec 08 14:18:47 +0000 2025","5","@kemgelapan Cahaya ilahi matahari teletabis https://t.co/7ucLKWOLvX","1998034525742592444","https://pbs.twimg.com/tweet_video_thumb/G7pxzjObkAAJTco.jpg","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998034525742592444","1410561659064573959",
"1998015666939683044","Wed Dec 10 09:35:23 +0000 2025","0","@kemgelapan oh ini Bahlil beneran? kirain nimpa","1998687981947990363","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998687981947990363","1715341205863821312",
"1998015666939683044","Wed Dec 10 06:34:24 +0000 2025","0","@kemgelapan Lebih bagus nama Bahlil daripada munaroh","1998642435564654936","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998642435564654936","1725813621404622848",
"1998015666939683044","Tue Dec 09 14:56:04 +0000 2025","0","@kemgelapan Gess is it safe i put my like on this tweet...","1998406295347441991","","kemgelapan","en","","0","0","0","https://x.com/undefined/status/1998406295347441991","173101507",
"1998015666939683044","Tue Dec 09 02:26:31 +0000 2025","0","@kemgelapan The walking meme rispek kanda","1998217667166298133","","kemgelapan","en","","0","0","0","https://x.com/undefined/status/1998217667166298133","4103307673",
"1998015666939683044","Tue Dec 09 03:03:04 +0000 2025","0","@kemgelapan kolom 'keterangan' kalo jadi orang be like:","1998226863609798934","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998226863609798934","354731967",
"1998015666939683044","Tue Dec 09 03:27:29 +0000 2025","0","@kemgelapan Pennywise aja kalah","1998233010752336239","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998233010752336239","3301377179",
"1998015666939683044","Mon Dec 08 15:39:16 +0000 2025","1","@kemgelapan presiden sirkus","1998054780560879617","","kemgelapan","no","","0","0","0","https://x.com/undefined/status/1998054780560879617","941966790380232704",
"1998015666939683044","Tue Dec 09 07:34:59 +0000 2025","0","@kemgelapan Bercahaya gak tuh goblin ","1998295293687935241","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998295293687935241","1674101181357125632",
"1998015666939683044","Tue Dec 09 14:28:48 +0000 2025","0","@kemgelapan Pake topi makin jelek cok","1998399437018931426","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998399437018931426","1148238510",
"1998015666939683044","Mon Dec 08 23:50:41 +0000 2025","0","@kemgelapan Cooook ","1998178450906259741","","kemgelapan","und","","0","0","0","https://x.com/undefined/status/1998178450906259741","1362374242147307521",
"1998015666939683044","Tue Dec 09 00:15:44 +0000 2025","0","@kemgelapan Meme bahlil akan terus exist","1998184756069257506","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998184756069257506","1102253923551797250",
"1998015666939683044","Tue Dec 09 05:02:04 +0000 2025","0","@kemgelapan Backlightnya fuck!!! wkwkwk","1998256811305214068","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998256811305214068","1823385957825175552",
"1998015666939683044","Mon Dec 08 15:01:12 +0000 2025","0","@kemgelapan Emang boleh sejelek itu?","1998045199591956814","","kemgelapan","in","","0","0","0","https://x.com/undefined/status/1998045199591956814","755224815980515329",
